PERSON,Date,LOCATION 1,Latitude,Longitude,NOTES
"Forbes, James",19 January 1694,Douai,50.367853,3.078642,
"Forbes, James",25 June 1694,Douai,50.367853,3.078642,
"Forbes, James",7 June 1664,Pistoia,43.916667,10.9,
"Forbes, James",6 February 1666,Pistoia,43.916667,10.9,
"Forbes, James",6 January 1667,Douai,50.367853,3.078642,
"Forbes, James",11 July 1668,Pistoia,43.916667,10.9,
"Forbes, James",8 July 1672,Aberdeen,57.133333,-2.1,
"Forbes, James",27 December 1673,Rome,41.957961,12.453896,
"Forbes, James",22 May 1689,Douai,50.367853,3.078642,
"Forbes, James",18 August 1689,Douai,50.367853,3.078642,
"Forbes, James",20 September 1690,Douai,50.367853,3.078642,
"Forbes, James",9 August 1692,St Germain,46.912384,2.445217,
"Forbes, James",19 December 1692,Douai,50.367853,3.078642,
"Forbes, James",19 January 1694,Douai,50.367853,3.078642,
"Forbes, James",25 June 1694,Douai,50.367853,3.078642,
"Forbes, James",5 September 1699,Rome,41.957961,12.453896,
"Forbes, Thomas",19 February 1660,Rome,41.957961,12.453896,
"Forbes, Thomas",7 October 1672,Rome,41.957961,12.453896,
"Forbes, Thomas",26 January 1684,Rome,41.957961,12.453896,
"Forbes, Thomas",6 June 1692,Rome,41.957961,12.453896,
"Forbes, Thomas",15 December 1692,Rome,41.957961,12.453896,
"Forbes, William",29 September 1691,London,51.514125,-0.093689,
"Forbes, William",6 June 1692,London,51.514125,-0.093689,
"Forbes, James | Leslie, William | Irvine, John",5 September 1699,Rome,41.957961,12.453896,
"Fordyne, Robert",1 October 1680,Aboyne,57.083333,-2.833333,
"Foulis, James",23 November 1687,London,51.514125,-0.093689,
Fraser,19 November 1696,Scottish Highlands,57.4735,-3.634527,Highland youth who arrived to Innes on this date
Fraser,1 January 1697,Paris,48.871077,2.342285,
Gordon,27 December 1673,Cologne,50.933333,6.95,
Gordon,22 October 1678,Beldorney,57.419252,-2.965798,
Gordon,10 October 1699,Paris,48.871077,2.342285,
"Gordon, Adam",28 May 1660,Douai,50.367853,3.078642,
"Gordon, Adam",28 July 1664,Douai,50.367853,3.078642,
"Gordon, Adam",14 December 1664,Douai,50.367853,3.078642,
"Gordon, Adam",22 February 1667,Douai,50.367853,3.078642,
"Gordon, Adam",29 January 1668,Douai,50.367853,3.078642,
"Gordon, Adam",24 February 1668,Douai,50.367853,3.078642,
"Gordon, Alexander",6 March 1661,Paris,48.871077,2.342285,
"Gordon, Alexander",21 April 1661,Paris,48.871077,2.342285,
"Gordon, Alexander",26 May 1683,Louvain,50.883333,4.7,
"Gordon, Alexander",8 March 1687,Auchintoul,57.559632,-2.646081,
"Gordon, Alexander",2 March 1690,Paris,48.871077,2.342285,
"Gordon, Alexander",5 September 1691,Bologna,44.483333,11.333333,
"Gordon, Alexander",16 February 1692,Paris,48.871077,2.342285,
"Gordon, Alexander",5 April 1692,Paris,48.871077,2.342285,
"Gordon, Alexander",12 May 1692,Paris,48.871077,2.342285,
"Gordon, Alexander",31 October 1695,Huntly,57.4459,-2.7878,with Alex Leslie and Mr Wilson
"Gordon, Alexander",9 July 1692,Paris,48.871077,2.342285,
"Gordon, Ann",18 October 1678,Beldorney,57.419252,-2.965798,
"Gordon, Ann",9 May 1679,Beldorney,57.419252,-2.965798,
"Gordon, Augustin",6 June 1691,Subiaco,41.924749,13.094412,
"Gordon, Augustin",27 August 1691,Subiaco,41.924749,13.094412,
"Gordon, Augustin",23 October 1691,Subiaco,41.924749,13.094412,
"Gordon, Augustin",26 February 1692,Ratisbon,49.0134,12.1016,
"Gordon, Duchess Elizabeth",9 April 1677,"Gordon Castle, alias Bogue",57.62175,-3.08926,
"Gordon, Duchess Elizabeth",28 October 1681,Paris,48.871077,2.342285,
"Gordon, Duchess Elizabeth",10 August 1686,"Gordon Castle, alias Bogue",57.62175,-3.08926,
"Gordon, Duchess Elizabeth",6 March 1687,"Gordon Castle, alias Bogue",57.62175,-3.08926,
"Gordon, Adam",28 May 1660,Douai,50.367853,3.078642,
"Gordon, Adam",28 July 1664,Douai,50.367853,3.078642,
"Gordon, Adam",14 December 1664,Douai,50.367853,3.078642,
"Gordon, Adam",22 February 1667,Douai,50.367853,3.078642,
"Gordon, Adam",29 January 1668,Douai,50.367853,3.078642,
"Gordon, Adam",24 February 1668,Douai,50.367853,3.078642,
"Gordon, Alexander",6 March 1661,Paris,48.871077,2.342285,
"Gordon, Alexander",21 April 1661,Paris,48.871077,2.342285,
"Gordon, Alexander",26 May 1683,Louvain,50.883333,4.7,
"Gordon, Alexander",8 March 1687,Auchintoul,57.559632,-2.646081,
"Gordon, Alexander",2 March 1690,Paris,48.871077,2.342285,
"Gordon, Alexander",5 September 1691,Bologna,44.483333,11.333333,
"Gordon, Alexander",16 February 1692,Paris,48.871077,2.342285,
"Gordon, Alexander",5 April 1692,Paris,48.871077,2.342285,
"Gordon, Alexander",12 May 1692,Paris,48.871077,2.342285,
"Gordon, Alexander",9 July 1692,Paris,48.871077,2.342285,
"Gordon, Augustin",6 June 1691,Subiaco,41.924749,13.094412,
"Gordon, Augustin",27 August 1691,Subiaco,41.924749,13.094412,
"Gordon, Augustin",23 October 1691,Subiaco,41.924749,13.094412,
"Gordon, Augustin",26 February 1692,Subiaco,41.924749,13.094412,
"Gordon, George",18 January 1676,Ratisbon,49.0134,12.1016,
"Gordon, George",5 January 1677,Edinburgh,55.95,-3.2,
"Gordon, George",3 July 1677,Edinburgh,55.95,-3.2,
"Gordon, George",2 January 1678,"Gordon Castle, alias Bogue",57.62175,-3.08926,
"Gordon, George",16 October 1678,"Gordon Castle, alias Bogue",57.62175,-3.08926,
"Gordon, George",1 July 1680,"Gordon Castle, alias Bogue",57.62175,-3.08926,
"Gordon, George",11 July 1680,"Gordon Castle, alias Bogue",57.62175,-3.08926,
"Gordon, George",8 October 1680,"Gordon Castle, alias Bogue",57.62175,-3.08926,
"Gordon, George",27 February 1681,Edinburgh,55.95,-3.2,
"Gordon, George",15 March 1681,Scottish Highlands,57.4735,-3.634527,
"Gordon, George",26 September 1681,Antwerp,51.216667,4.416667,
"Gordon, George",15 December 1681,Aberdeen,57.133333,-2.1,
"Gordon, George",2 March 1683,Scotland,57.6216,-3.0893,
"Gordon, George",24 April 1683,Edinburgh,55.95,-3.2,
"Gordon, George",1 May 1683,Edinburgh,55.95,-3.2,
"Gordon, George",11 May 1683,Edinburgh,55.95,-3.2,
"Gordon, George",18 May 1683,Edinburgh,55.95,-3.2,
"Gordon, George",19 May 1683,Edinburgh,55.95,-3.2,
"Gordon, George",30 May 1683,Edinburgh,55.95,-3.2,
"Gordon, George",2 June 1683,Scotland,57.6216,-3.0893,
"Gordon, George",12 June 1683,Scotland,57.6216,-3.0893,
"Gordon, George",28 June 1683,Scottish Highlands,57.4735,-3.634527,"Gordon's home"
"Gordon, George",3 July 1683,Scotland,57.6216,-3.0893,
"Gordon, George",26 July 1683,"Gordon Castle, alias Bogue",57.62175,-3.08926,
"Gordon, George",6 December 1683,Edinburgh,55.95,-3.2,
"Gordon, George",28 February 1684,Scotland,57.6216,-3.0893,
"Gordon, George",12 June 1684,Edinburgh,55.95,-3.2,
"Gordon, George",22 November 1684,Scotland,57.6216,-3.0893,
"Gordon, George",30 November 1684,Scotland,57.6216,-3.0893,
"Gordon, George",30 November 1685,London,51.514125,-0.093689,
"Gordon, George",11 April 1687,Edinburgh,55.95,-3.2,
"Gordon, George",12 April 1687,Edinburgh,55.95,-3.2,
"Gordon, George",26 September 1687,Edinburgh,55.95,-3.2,
"Gordon, George",5 April 1688,London,51.514125,-0.093689,arrived
"Gordon, George",30 August 1688,Edinburgh,55.95,-3.2,
"Gordon, George",20 June 1690,Scotland,57.6216,-3.0893,imprisoned
"Gordon, George",2 September 1690,Scotland Low Countries,55.71001,-3.424821,
"Gordon, George",17 August 1693,Paris,48.871077,2.342285,
"Gordon, George",26 October 1693,Paris,48.871077,2.342285,
"Gordon, George",9 December 1693,Scotland,57.6216,-3.0893,
"Gordon, George",3 November 1699,Rome,41.957961,12.453896,
"Gordon, George",2 December 1699,Scotland,57.6216,-3.0893,
"Gordon, George | Davidson, Robert | Crichton, Alexander",13 July 1693,Paris,48.871077,2.342285,
"Gordon, George | Davidson, Robert | Crichton, Alexander",17 August 1693,Paris,48.871077,2.342285,
"Gordon, George | Davidson, Robert | Crichton, Alexander | Nicol, James",26 October 1693,Paris,48.871077,2.342285,
"Gordon, George | Dunbar, Alexander",24 April 1683,Edinburgh,55.95,-3.2,
"Gordon, George | Gordon, Duchess Elizabeth",5 January 1677,Edinburgh,55.95,-3.2,
"Gordon, George | Gordon, Duchess Elizabeth",23 September 1688,Windsor,51.483333,-0.6,
"Gordon, George | Hay, Andrew",30 August 1688,Edinburgh,55.95,-3.2,
"Gordon, George | MacDonald, A",12 June 1683,Scotland,57.6216,-3.0893,
"Gordon, George, Duke of Gordon/Marquess Hutly | Irvine, John | Dunbar, Alexander",28 February 1684,Scotland,57.6216,-3.0893,
"Gordon, James",2 November 1677,Scotland,57.6216,-3.0893,
"Gordon, James",29 August 1678,Paris,48.871077,2.342285,
"Gordon, James",9 March 1691,Paris,48.871077,2.342285,
"Gordon, James",21 January 1692,Paris,48.871077,2.342285,
"Gordon, James",28 January 1692,Paris,48.871077,2.342285,
"Gordon, James",17 March 1692,Paris,48.871077,2.342285,
"Gordon, James",12 May 1692,Paris,48.871077,2.342285,
"Gordon, James",31 October 1695,Enzie,57.652591,-3.009878,young Glastirim; stays in and around the Enzie with David Burnet
"Gordon, James",13 November 1697,Scotland,57.6216,-3.0893,
"Gordon, James",21 January 1692,Paris,48.871077,2.342285,
"Gordon, James",28 January 1692,Paris,48.871077,2.342285,
"Gordon, James",17 March 1692,Paris,48.871077,2.342285,
"Gordon, James",12 May 1692,Paris,48.871077,2.342285,
"Gordon, John",14 May 1679,Beldorney,57.419252,-2.965798,
"Gordon, John",24 July 1679,Letterfourie,57.633333,-2.9,
"Gordon, John",27 July 1679,Letterfourie,57.633333,-2.9,
"Gordon, John",7 April 1681,Rouen,49.433333,1.083333,
"Gordon, John",9 April 1681,Rouen,49.433333,1.083333,
"Gordon, John",20 November 1684,London,51.514125,-0.093689,
"Gordon, John",9 December 1684,London,51.514125,-0.093689,
"Gordon, John",3 January 1685,London,51.514125,-0.093689,
"Gordon, John",10 February 1685,London,51.514125,-0.093689,
"Gordon, John | Davidson, Robert",9 December 1684,London,51.514125,-0.093689,
"Gordon, Mistress",23 March 1692,Paris,48.871077,2.342285,
"Gordon, Mistress | Whyteford, Charles",23 March 1692,Paris,48.871077,2.342285,
"Gordon, Patrick",30 January 1684,Glastirim,57.525167,-2.777756,
"Gordon, Patrick",19 October 1678,Glastirim,57.525167,-2.777756,
"Gordon, Patrick",18 July 1679,Glastirim,57.525167,-2.777756,
"Gordon, Patrick",30 January 1684,Glastirim,57.525167,-2.777756,
"Gordon, Patrick",4 June 1688,Glastirim,57.525167,-2.777756,
"Gordon, Patrick",24 June 1692,Rome,41.957961,12.453896,
"Gordon, Robert",9 December 1693,Bologna,44.483333,11.333333,
"Gordon, Robert",9 December 1693,Bologna,44.483333,11.333333,
"Grant, Widow",18 December 1677,Middelburg,51.4998,3.611,
"Gray, J",21 March 1665,Vaison,44.24287,5.071761,
"Gray, J | Gray, Robert",25 April 1665,Vaison,44.24287,5.071761,
"Gray, Robert",25 April 1665,Vaison,44.24287,5.071761,
Grisie,25 February 1692,Rotterdam,51.916667,4.5,
"Guthrie, David",27 July 1677,Reinberg,53.683333,13.15,
"Guthrie, David",23 August 1677,Edinburgh,55.95,-3.2,
"Guthrie, David",2 September 1690,Scotland Low Countries,55.71001,-3.424821,
"Guthrie, David",31 October 1695,Arbroath,56.561176,-2.591699,mostly in retirement and prayers since he has mostly lost his eyesight
"Hall, David",28 April 1689,Paris,48.871077,2.342285,
"Hall, Ja",19 November 1697,Montrose,56.7,-2.45,sailed for 8 days
"Hannat, Jacques",23 October 1687,London,51.514125,-0.093689,
"Hannat, Jacques",2 September 1690,Scotland,57.6216,-3.0893,
"Hay, Abbot Rillé",23 May 1683,Rillé,47.452232,0.248681,
"Hay, Andrew",3 February 1680,Edinburgh,55.95,-3.2,
"Hay, Andrew",10 February 1680,Edinburgh,55.95,-3.2,
"Hay, Andrew",19 April 1680,Edinburgh,55.95,-3.2,
"Hay, Andrew",25 June 1680,Edinburgh,55.95,-3.2,
"Hay, Andrew",7 April 1681,Edinburgh,55.95,-3.2,
"Hay, Andrew",2 June 1681,Edinburgh,55.95,-3.2,
"Hay, Andrew",17 June 1681,Edinburgh,55.95,-3.2,
"Hay, Andrew",12 August 1681,Edinburgh,55.95,-3.2,
"Hay, Andrew",25 October 1681,Edinburgh,55.95,-3.2,
"Hay, Andrew",27 November 1681,Edinburgh,55.95,-3.2,
"Hay, Andrew",9 April 1683,Edinburgh,55.95,-3.2,
"Hay, Andrew",29 July 1683,Edinburgh,55.95,-3.2,
"Hay, Andrew",13 July 1687,Edinburgh,55.95,-3.2,
"Hay, Andrew",27 July 1687,Edinburgh,55.95,-3.2,
"Hay, Andrew",30 August 1687,Edinburgh,55.95,-3.2,
"Hay, Andrew",8 December 1687,Edinburgh,55.95,-3.2,
"Hay, Andrew",30 August 1688,Edinburgh,55.95,-3.2,
"Hay, Richard",24 February 1687,Roslin Castle,55.853029,-3.159814,
"Hay, Richard",8 February 1688,Roslin,55.856167,-3.156471,
"Hay, Richard",24 July 1677,Paris,48.871077,2.342285,
"Hay, Richard",8 February 1688,Roslin,55.856167,-3.156471,
"Hebrune, Father John",3 August 1662,Paris,48.871077,2.342285,
"Howard, Cardinal Philip",21 July 1666,Bologna,44.483333,11.333333,
"Howard, Cardinal Philip",4 October 1666,Turin,45.05,7.666667,
"Howard, Cardinal Philip",28 July 1675,Antwerp,51.216667,4.416667,
"Howard, Cardinal Philip",16 May 1678,Rome,41.957961,12.453896,
"Howard, Cardinal Philip",16 January 1683,Rome,41.957961,12.453896,
"Howard, Cardinal Philip",3 February 1683,Rome,41.957961,12.453896,
"Howard, Cardinal Philip",20 January 1684,Rome,41.957961,12.453896,
"Howard, Cardinal Philip",5 December 1684,Rome,41.957961,12.453896,
"Howard, Cardinal Philip",30 June 1685,Rome,41.957961,12.453896,
"Howard, Cardinal Philip",15 January 1687,Rome,41.957961,12.453896,
"Howard, Cardinal Philip",2 September 1688,Rome,41.957961,12.453896,
"Howard, Cardinal Philip",18 January 1689,Rome,41.957961,12.453896,
"Howard, Cardinal Philip",11 March 1692,Rome,41.957961,12.453896,
"Howard, Cardinal Philip",25 November 1692,Rome,41.957961,12.453896,
"Howard, Cardinal Philip",24 February 1693,Rome,41.957961,12.453896,
"Howard, Cardinal Philip",15 April 1693,Rome,41.957961,12.453896,
"Howard, Henry",11 January 1667,London,51.514125,-0.093689,
"Howard, Henry",6 June 1667,Whitehall,51.505196,-0.126582,
"Howard, Mary of Norfolk",17 February 1698,London,51.514125,-0.093689,
"Hume, Alexander",1 May 1695,Rome,41.957961,12.453896,arrived from Scotland
"Hume, Alexander",27 August 1695,Rome,41.957961,12.453896,
"Huntly, Elizabeth | Innes, Lewis",28 October 1681,Paris,48.871077,2.342285,
"Huntly, Elizabeth",5 January 1677,Edinburgh,55.95,-3.2,
"Hylt, Charles",31 October 1692,France,44.637619,0.447725,
"Ingles, James",12 July 1691,Soignies,50.583333,4.066667,
"Innes, Charles",27 February 1680,Edinburgh,55.95,-3.2,
"Innes, Charles",9 December 1681,Edinburgh,55.95,-3.2,
"Innes, Charles",24 May 1683,Scotland,57.6216,-3.0893,
"Innes, Charles | Whyteford, Charles",9 December 1681,Edinburgh,55.95,-3.2,
"Innes, James",24 March 1679,Douai,50.367853,3.078642,
"Innes, James",28 September 1680,Douai,50.367853,3.078642,
"Innes, James",31 March 1683,Lille,50.632971,3.058585,
"Innes, James",18 July 1683,Douai,50.367853,3.078642,
"Innes, James",7 October 1683,Lille,50.632971,3.058585,
"Innes, James",10 November 1683,Lille,50.632971,3.058585,
"Innes, James",22 January 1684,Armentières,48.684037,0.816027,
"Innes, James",2 November 1684,Douai,50.367853,3.078642,
"Innes, James",28 April 1694,Douai,50.367853,3.078642,
"Innes, James",29 August 1694,Douai,50.367853,3.078642,
"Innes, James | Innes, Lewis",6 November 1684,St Quentin,48.617635,3.749137,
"Innes, Francis",22 April 1681,Aberdeen,57.133333,-2.1,
"Innes, Francis",3 May 1681,Aberdeen,57.133333,-2.1,
"Innes, Francis | Whyteford, Charles",3 May 1681,Aberdeen,57.133333,-2.1,
"Innes, George",2 September 1690,Scotland Low Countries,55.71001,-3.424821,
"Innes, James",24 March 1679,Douai,50.367853,3.078642,
"Innes, James",28 September 1680,Douai,50.367853,3.078642,
"Innes, James",31 March 1683,Lille,50.632971,3.058585,
"Innes, James",18 July 1683,Douai,50.367853,3.078642,
"Innes, James",7 October 1683,Lille,50.632971,3.058585,
"Innes, James",10 November 1683,Lille,50.632971,3.058585,
"Innes, James",22 January 1684,Armentières,48.684037,0.816027,
"Innes, James",2 November 1684,Douai,50.367853,3.078642,
"Innes, James",6 November 1684,St Quentin,48.617635,3.749137,
"Innes, James",28 April 1694,Douai,50.367853,3.078642,
"Innes, James",29 August 1694,Douai,50.367853,3.078642,
"Innes, Jean",18 May 1680,Edinburgh,55.95,-3.2,
"Innes, John",1 December 1679,Aberdeen,57.133333,-2.1,
"Innes, John",27 December 1680,Nivelles,50.5982,4.3292,
"Innes, John",3 July 1689,Douai,50.367853,3.078642,
"Innes, Lewis",24 May 1677,Aberdeen,57.133333,-2.1,
"Innes, Lewis",27 July 1677,Paris,48.871077,2.342285,
"Innes, Lewis",10 January 1679,Paris,48.871077,2.342285,
"Innes, Lewis",28 January 1679,Paris,48.871077,2.342285,
"Innes, Lewis",18 March 1679,Paris,48.871077,2.342285,
"Innes, Lewis",24 March 1679,Paris,48.871077,2.342285,
"Innes, Lewis",5 April 1679,Paris,48.871077,2.342285,
"Innes, Lewis",10 June 1679,Paris,48.871077,2.342285,
"Innes, Lewis",16 July 1679,Paris,48.871077,2.342285,
"Innes, Lewis",19 September 1679,Paris,48.871077,2.342285,
"Innes, Lewis",20 September 1679,Paris,48.871077,2.342285,
"Innes, Lewis",3 October 1679,Paris,48.871077,2.342285,
"Innes, Lewis",18 December 1679,Paris,48.871077,2.342285,
"Innes, Lewis",19 December 1679,Paris,48.871077,2.342285,
"Innes, Lewis",6 January 1680,Paris,48.871077,2.342285,
"Innes, Lewis",27 February 1680,Paris,48.871077,2.342285,
"Innes, Lewis",12 March 1680,Paris,48.871077,2.342285,
"Innes, Lewis",22 March 1680,Paris,48.871077,2.342285,
"Innes, Lewis",27 March 1680,Paris,48.871077,2.342285,
"Innes, Lewis",3 April 1680,Paris,48.871077,2.342285,
"Innes, Lewis",9 April 1680,Paris,48.871077,2.342285,
"Innes, Lewis",23 April 1680,Paris,48.871077,2.342285,
"Innes, Lewis",18 May 1680,Paris,48.871077,2.342285,
"Innes, Lewis",21 May 1680,Paris,48.871077,2.342285,
"Innes, Lewis",11 July 1680,Paris,48.871077,2.342285,
"Innes, Lewis",4 August 1680,Paris,48.871077,2.342285,
"Innes, Lewis",13 August 1680,Paris,48.871077,2.342285,
"Innes, Lewis",26 August 1680,Paris,48.871077,2.342285,"to replace Burnet, David"
"Innes, Lewis",27 August 1680,Paris,48.871077,2.342285,
"Innes, Lewis",31 August 1680,Paris,48.871077,2.342285,
"Innes, Lewis",13 September 1680,Paris,48.871077,2.342285,
"Innes, Lewis",17 September 1680,Paris,48.871077,2.342285,
"Innes, Lewis",27 September 1680,Paris,48.871077,2.342285,
"Innes, Lewis",28 September 1680,Paris,48.871077,2.342285,
"Innes, Lewis",1 October 1680,Paris,48.871077,2.342285,
"Innes, Lewis",2 October 1680,Paris,48.871077,2.342285,
"Innes, Lewis",8 October 1680,Paris,48.871077,2.342285,
"Innes, Lewis",20 October 1680,Paris,48.871077,2.342285,
"Innes, Lewis",12 December 1680,Paris,48.871077,2.342285,
"Innes, Lewis",27 December 1680,Paris,48.871077,2.342285,
"Innes, Lewis",31 December 1680,Paris,48.871077,2.342285,
"Innes, Lewis",28 January 1681,Paris,48.871077,2.342285,
"Innes, Lewis",4 February 1681,Paris,48.871077,2.342285,
"Innes, Lewis",5 February 1681,Paris,48.871077,2.342285,
"Innes, Lewis",19 February 1681,Paris,48.871077,2.342285,
"Innes, Lewis",20 February 1681,Paris,48.871077,2.342285,
"Innes, Lewis",5 March 1681,Paris,48.871077,2.342285,
"Innes, Lewis",11 March 1681,Paris,48.871077,2.342285,
"Innes, Lewis",12 March 1681,Paris,48.871077,2.342285,
"Innes, Lewis",13 March 1681,Paris,48.871077,2.342285,
"Innes, Lewis",31 March 1681,Paris,48.871077,2.342285,
"Innes, Lewis",22 April 1681,Paris,48.871077,2.342285,
"Innes, Lewis",1 May 1681,Paris,48.871077,2.342285,
"Innes, Lewis",3 May 1681,Paris,48.871077,2.342285,
"Innes, Lewis",6 May 1681,Paris,48.871077,2.342285,
"Innes, Lewis",8 May 1681,Paris,48.871077,2.342285,
"Innes, Lewis",16 May 1681,Paris,48.871077,2.342285,
"Innes, Lewis",17 May 1681,Paris,48.871077,2.342285,
"Innes, Lewis",19 June 1681,Paris,48.871077,2.342285,
"Innes, Lewis",22 June 1681,Paris,48.871077,2.342285,
"Innes, Lewis",27 July 1681,Paris,48.871077,2.342285,
"Innes, Lewis",5 August 1681,Paris,48.871077,2.342285,
"Innes, Lewis",14 August 1681,Paris,48.871077,2.342285,
"Innes, Lewis",15 August 1681,Paris,48.871077,2.342285,
"Innes, Lewis",16 August 1681,Paris,48.871077,2.342285,
"Innes, Lewis",19 August 1681,Paris,48.871077,2.342285,
"Innes, Lewis",28 August 1681,Paris,48.871077,2.342285,
"Innes, Lewis",2 September 1681,Paris,48.871077,2.342285,
"Innes, Lewis",24 September 1681,Paris,48.871077,2.342285,
"Innes, Lewis",29 September 1681,Paris,48.871077,2.342285,
"Innes, Lewis",6 October 1681,Paris,48.871077,2.342285,
"Innes, Lewis",18 October 1681,Paris,48.871077,2.342285,
"Innes, Lewis",20 October 1681,Paris,48.871077,2.342285,
"Innes, Lewis",28 October 1681,Paris,48.871077,2.342285,
"Innes, Lewis",29 October 1681,Paris,48.871077,2.342285,
"Innes, Lewis",8 November 1681,Paris,48.871077,2.342285,
"Innes, Lewis",3 December 1681,Paris,48.871077,2.342285,
"Innes, Lewis",9 December 1681,Paris,48.871077,2.342285,
"Innes, Lewis",15 December 1681,Paris,48.871077,2.342285,
"Innes, Lewis",7 June 1682,Paris,48.871077,2.342285,
"Innes, Lewis",18 September 1682,Paris,48.871077,2.342285,
"Innes, Lewis",10 December 1682,Paris,48.871077,2.342285,
"Innes, Lewis",31 January 1683,Paris,48.871077,2.342285,
"Innes, Lewis",2 February 1683,Paris,48.871077,2.342285,
"Innes, Lewis",4 February 1683,Paris,48.871077,2.342285,
"Innes, Lewis",5 February 1683,Paris,48.871077,2.342285,
"Innes, Lewis",8 February 1683,Paris,48.871077,2.342285,
"Innes, Lewis",16 February 1683,Paris,48.871077,2.342285,
"Innes, Lewis",25 February 1683,Paris,48.871077,2.342285,
"Innes, Lewis",2 March 1683,Paris,48.871077,2.342285,
"Innes, Lewis",29 March 1683,Paris,48.871077,2.342285,
"Innes, Lewis",31 March 1683,Paris,48.871077,2.342285,
"Innes, Lewis",9 April 1683,Paris,48.871077,2.342285,
"Innes, Lewis",16 April 1683,Paris,48.871077,2.342285,
"Innes, Lewis",24 April 1683,Paris,48.871077,2.342285,
"Innes, Lewis",28 April 1683,Paris,48.871077,2.342285,
"Innes, Lewis",29 April 1683,Paris,48.871077,2.342285,
"Innes, Lewis",6 May 1683,Paris,48.871077,2.342285,
"Innes, Lewis",7 May 1683,Paris,48.871077,2.342285,
"Innes, Lewis",11 May 1683,Paris,48.871077,2.342285,
"Innes, Lewis",13 May 1683,Paris,48.871077,2.342285,
"Innes, Lewis",15 May 1683,Paris,48.871077,2.342285,
"Innes, Lewis",18 May 1683,Paris,48.871077,2.342285,
"Innes, Lewis",19 May 1683,Paris,48.871077,2.342285,
"Innes, Lewis",23 May 1683,Paris,48.871077,2.342285,
"Innes, Lewis",24 May 1683,Paris,48.871077,2.342285,
"Innes, Lewis",25 May 1683,Paris,48.871077,2.342285,
"Innes, Lewis",26 May 1683,Paris,48.871077,2.342285,
"Innes, Lewis",28 May 1683,Paris,48.871077,2.342285,
"Innes, Lewis",29 May 1683,Paris,48.871077,2.342285,
"Innes, Lewis",30 May 1683,Paris,48.871077,2.342285,
"Innes, Lewis",2 June 1683,Paris,48.871077,2.342285,
"Innes, Lewis",12 June 1683,Paris,48.871077,2.342285,
"Innes, Lewis",29 June 1683,Paris,48.871077,2.342285,
"Innes, Lewis",30 June 1683,Paris,48.871077,2.342285,
"Innes, Lewis",3 July 1683,Paris,48.871077,2.342285,
"Innes, Lewis",7 July 1683,Paris,48.871077,2.342285,
"Innes, Lewis",8 July 1683,Paris,48.871077,2.342285,
"Innes, Lewis",13 July 1683,Paris,48.871077,2.342285,
"Innes, Lewis",18 July 1683,Paris,48.871077,2.342285,
"Innes, Lewis",26 July 1683,Paris,48.871077,2.342285,
"Innes, Lewis",27 July 1683,Paris,48.871077,2.342285,
"Innes, Lewis",29 July 1683,Paris,48.871077,2.342285,
"Innes, Lewis",7 August 1683,Paris,48.871077,2.342285,
"Innes, Lewis",10 August 1683,Paris,48.871077,2.342285,
"Innes, Lewis",18 August 1683,Paris,48.871077,2.342285,
"Innes, Lewis",19 August 1683,Paris,48.871077,2.342285,
"Innes, Lewis",25 August 1683,Paris,48.871077,2.342285,
"Innes, Lewis",27 August 1683,Paris,48.871077,2.342285,
"Innes, Lewis",28 August 1683,Paris,48.871077,2.342285,
"Innes, Lewis",1 September 1683,Paris,48.871077,2.342285,
"Innes, Lewis",4 September 1683,Paris,48.871077,2.342285,
"Innes, Lewis",7 September 1683,Paris,48.871077,2.342285,
"Innes, Lewis",15 September 1683,Paris,48.871077,2.342285,
"Innes, Lewis",22 September 1683,Paris,48.871077,2.342285,
"Innes, Lewis",25 September 1683,Paris,48.871077,2.342285,
"Innes, Lewis",7 October 1683,Paris,48.871077,2.342285,
"Innes, Lewis",14 October 1683,Paris,48.871077,2.342285,
"Innes, Lewis",15 October 1683,Paris,48.871077,2.342285,
"Innes, Lewis",21 October 1683,Paris,48.871077,2.342285,
"Innes, Lewis",24 October 1683,Paris,48.871077,2.342285,
"Innes, Lewis",30 October 1683,Paris,48.871077,2.342285,
"Innes, Lewis",5 November 1683,Paris,48.871077,2.342285,
"Innes, Lewis",10 November 1683,Paris,48.871077,2.342285,
"Innes, Lewis",13 November 1683,Paris,48.871077,2.342285,
"Innes, Lewis",15 November 1683,Paris,48.871077,2.342285,
"Innes, Lewis",20 November 1683,Paris,48.871077,2.342285,
"Innes, Lewis",26 November 1683,Paris,48.871077,2.342285,
"Innes, Lewis",27 November 1683,Paris,48.871077,2.342285,
"Innes, Lewis",24 December 1683,Paris,48.871077,2.342285,
"Innes, Lewis",3 January 1684,Paris,48.871077,2.342285,
"Innes, Lewis",8 January 1684,Paris,48.871077,2.342285,
"Innes, Lewis",11 January 1684,Paris,48.871077,2.342285,
"Innes, Lewis",12 January 1684,Paris,48.871077,2.342285,
"Innes, Lewis",17 January 1684,Paris,48.871077,2.342285,
"Innes, Lewis",22 January 1684,Paris,48.871077,2.342285,
"Innes, Lewis",24 January 1684,Paris,48.871077,2.342285,
"Innes, Lewis",25 January 1684,Paris,48.871077,2.342285,
"Innes, Lewis",30 January 1684,Paris,48.871077,2.342285,
"Innes, Lewis",8 February 1684,Paris,48.871077,2.342285,
"Innes, Lewis",20 February 1684,Paris,48.871077,2.342285,
